Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Pickup Man (feat. Post Malone),HIXTAPE Vol. 3: DIFFTAPE (Small Batch),HARDY,11-09-2023,USUG12305726,"1,055",46.8,27891947.00,11898.00,5352704.00,,,,,,,,8.00,8698.00,,1.00,1.00,20.00,156941809.00,31924.00,345159.00,96725.00,,0
Volando (Remix),Volando (Remix),Mora,07-08-2021,QMFME2105596,"1,052",46.8,701919939.00,105247.00,22304375.00,68.00,560364244.00,2647485.00,26200.00,9024221.00,74137126.00,45891350.00,85.00,14824.00,15.00,21.00,301957.00,22.00,14229625.00,2125.00,,1404755.00,,1
Moth To A Flame (with The Weeknd),The Highlights (Deluxe),Swedish House Mafia,02-05-2021,USUG12105524,"1,056",46.8,861100951.00,153435.00,41139591.00,74.00,95899960.00,848696.00,35151.00,18345722.00,184453448.00,2623975.00,122.00,245294.00,305.00,64.00,3075152.00,47.00,20927702.00,4078.00,4485036.00,5566537.00,,0
WORTH IT (feat. Don Toliver),WORTH IT (feat. Don Toliver),Offset,10-12-2023,USUM72313166,"1,050",46.8,48339964.00,24760.00,10056008.00,,9010442.00,103229.00,,1020812.00,10073870.00,1861090.00,21.00,115298.00,406.00,3.00,905920.00,10.00,17202812.00,2526.00,,889320.00,,1
Canï¿½ï¿½ï¿½t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & ,Canï¿½ï¿½ï¿½t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & S,Olivia Rodrigo,11-03-2023,USUG12307028,"1,053",46.8,259807712.00,30605.00,33315037.00,,9545403.00,163045.00,73845.00,85733614.00,538186129.00,,41.00,12664.00,,40.00,592661.00,29.00,6040638.00,5126.00,1472596.00,1027616.00,,0
Solteiro Forï¿½ï¿½ado - (Boiadeira Internacio,Solteiro Forï¿½ï¿½ado (Boiadeira Internacio,Ana Castela,07-07-2023,BX3022300019,"1,051",46.8,210195998.00,10723.00,12965116.00,65.00,291263121.00,1409361.00,33900.00,3996634.00,55226429.00,1201657034.00,6.00,6009.00,,22.00,7921538.00,9.00,1736.00,,,137611.00,,0
"Naina (From ""Crew"")","Naina (From ""Crew"") - Single",Diljit Dosanjh,03-05-2024,INT102400827,"1,049",46.8,65661355.00,2351.00,12360484.00,76.00,89220257.00,546476.00,,,,44670108.00,16.00,617.00,,2.00,1606.00,20.00,,,,127403.00,,0
Bel Bont El3areedh,Haflet Al'ahramat 2022 - Egypt,Hussain Aljassmi,12/19/2022,AEA142213346,"1,059",46.7,16119.00,5.00,411.00,6.00,634519417.00,4362725.00,,,,2105270.00,,,,,,,,,,,,0
"Naa Ready (From ""Leo"")","Naa Ready (From ""Leo"")",Anirudh Ravichander,6/22/2023,INS172307161,"1,058",46.7,142430643.00,6611.00,5093444.00,64.00,347065741.00,4171813.00,,663.00,18800.00,153732169.00,8.00,46.00,,,,18.00,2762.00,,,101174.00,,0
Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,Piso 21,10/20/2017,MXF151700546,"1,061",46.6,871780891.00,56085.00,22005461.00,68.00,2169311851.00,4669074.00,137939.00,12865488.00,121241311.00,206887325.00,41.00,123.00,55.00,46.00,5165685.00,44.00,28752324.00,9678.00,,1867651.00,,0
Feel the POP,You had me at HELLO,ZEROBASEONE,5/13/2024,KRA492400588,"1,060",46.6,8699917.00,533.00,10481435.00,58.00,31498812.00,685645.00,,131400.00,329800.00,,5.00,101.00,9.00,4.00,34481.00,25.00,1443.00,16.00,17497.00,11352.00,,0
Diamonds,Unapologetic (Edited Version),Rihanna,01-01-2012,USUM71211793,"1,063",46.5,1419912461.00,180128.00,62951327.00,70.00,2336257288.00,11532780.00,12421.00,899775.00,6890158.00,404667689.00,164.00,248320.00,81.00,123.00,1169312.00,53.00,545061119.00,521352.00,,11373333.00,,0
Fuera del mercado,@dannocean,Danny Ocean,2/17/2022,USWL12200098,"1,064",46.5,535013440.00,57772.00,25048190.00,71.00,162236183.00,1010851.00,2681307.00,387587032.00,4479627831.00,339251328.00,54.00,28857.00,327.00,32.00,910491.00,28.00,1646419.00,1389.00,,1371874.00,,1
Poor People We,Poor People We,Harp and a monkey,11/28/2022,UKXN22273282,"1,062",46.5,1071.00,6.00,1694.00,,654777639.00,,,,,176.00,,2.00,,,,,,,,23.00,,0
El Cielo,El Cielo - Single,Sky Rompiendo,06-02-2023,USSD12300241,"1,068",46.4,354097795.00,53606.00,50446311.00,74.00,89166241.00,599270.00,26367.00,10289035.00,107126101.00,9653765.00,64.00,18198.00,53.00,37.00,398533.00,19.00,5226972.00,391.00,,542456.00,,1
ALL MY FELLAS,ALL MY FELLAS,Frizk,9/19/2023,QZTAZ2359846,"1,070",46.4,56978899.00,19534.00,2505224.00,,31575700.00,824524.00,1095900.00,77314395.00,641905367.00,86472968.00,3.00,13.00,49.00,,,,345036.00,3980.00,,460827.00,,1
Bebefinn Song,Bebefinn Song - Single,Pinkfong,05-03-2024,KRE672300203,"1,069",46.4,38895.00,8.00,611.00,,50007108.00,65432.00,,,,,1.00,,,,,,,,,,,0
BITTERSUITE,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401987,"1,066",46.4,58810212.00,3394.00,9510078.00,87.00,,,97.00,,,,31.00,146.00,,5.00,159005.00,9.00,161908.00,138.00,680392.00,104093.00,,0
Me Fui de Vacaciones,Un Verano Sin Ti,Bad Bunny,05-06-2022,QM6MZ2214894,"1,067",46.4,366872354.00,61014.00,15444758.00,68.00,146768761.00,1402279.00,2232600.00,180281548.00,1794129686.00,20198310.00,14.00,8167.00,,8.00,482273.00,7.00,10647882.00,2818.00,2328837.00,768036.00,,0
Talk (feat. Disclosure),Talk,Khalid,02-07-2019,USRC11900004,"1,065",46.4,968194426.00,121168.00,29487473.00,64.00,468753245.00,3701432.00,622138.00,22886397.00,175481915.00,364423555.00,171.00,301064.00,955.00,58.00,635116.00,73.00,374578867.00,177764.00,,5865620.00,,0
Rompe La Dompe,Rompe La Dompe,Peso Pluma,12/28/2023,QMFMG2368181,"1,071",46.3,164219485.00,11966.00,20373836.00,,101560741.00,564659.00,,,,414178081.00,15.00,643.00,,16.00,13007504.00,11.00,3424638.00,1070.00,,184898.00,,1
greedy sped up,greedy,Tate McRae,9/14/2023,USRC12302740,"1,074",46.2,21648841.00,2778.00,2506076.00,,,,1992300.00,242655468.00,3067524132.00,,2.00,4.00,400.00,1.00,878.00,8.00,608904.00,447.00,,,,1
Reloj,Reloj,Rauw Alejandro,10/22/2020,USSD12000471,"1,072",46.2,579749218.00,90725.00,22415388.00,65.00,645701697.00,3354975.00,1567493.00,149903879.00,1294351127.00,154245751.00,89.00,16280.00,13.00,22.00,291938.00,23.00,47558473.00,9485.00,,1542421.00,,1
ýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýý,3/22/2024,THSOH2402582,"1,073",46.2,2730458.00,257.00,128196.00,,89974882.00,536584.00,,,,,1.00,,,,,,,,,15042.00,,0
Youï¿½ï¿½ï¿½re Mines Still (feat. ,Youï¿½ï¿½ï¿½re Mines Still (feat. ,Yung Bleu,10/15/2020,USWB12004394,"1,075",46.1,233139871.00,77694.00,13955396.00,63.00,425539008.00,2824144.00,98082.00,15980144.00,111422826.00,42967196.00,53.00,194040.00,57.00,5.00,638.00,5.00,155675259.00,46530.00,25280506.00,523078.00,,1
BADGYAL,SAKURA,SAIKO,4/26/2024,QM4TX2482887,"1,076",46.1,56282981.00,5849.00,51387051.00,80.00,13102384.00,110873.00,,,,5411568.00,25.00,982.00,,11.00,2671234.00,5.00,3698.00,9.00,,279219.00,,1
Sorry 4 The Wait,Sorry 4 The Wait,Lil Wayne,1/14/2022,USUG12106458,"1,079",46,24285898.00,8422.00,1181602.00,54.00,9750600.00,41196.00,917.00,97854.00,1029336.00,2034.00,1.00,104.00,,1.00,23919.00,,16796873.00,965499.00,,211234.00,,1
DILUVIO,PLAYA SATURNO,Rauw Alejandro,07-07-2023,USSD12300302,"1,078",46,310562790.00,33458.00,54918981.00,79.00,113130284.00,482647.00,148600.00,42427834.00,372688472.00,784575181.00,55.00,8643.00,50.00,42.00,3054645.00,43.00,9966566.00,2768.00,169769.00,841414.00,,1
ZEZE (feat. Travis Scott & Offset),ZEZE (feat. Travis Scott & Offset),Kodak Black,10-12-2018,USAT21811523,"1,080",46,1070685587.00,203323.00,32147932.00,71.00,494548432.00,4682485.00,1386205.00,55794187.00,463776007.00,84796677.00,82.00,72133.00,90.00,27.00,129554.00,14.00,235258481.00,117224.00,,4235259.00,,1
"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"") - Single",Pritam,7/17/2022,INS172203702,"1,084",46,516740949.00,30584.00,13659510.00,67.00,548697509.00,6082861.00,,,,174637093.00,35.00,2050.00,,1.00,1097.00,13.00,896892.00,661.00,3338.00,372802.00,,0
The Craving (single version),The Craving (single version) - Single,Twenty One Pilots,5/22/2024,USAT22403454,"1,083",46,9084595.00,1087.00,26826278.00,,11912619.00,302647.00,,,,59828100.00,33.00,7678.00,15.00,20.00,476040.00,78.00,1346719.00,92.00,,35315.00,,0
Bartolito,20 GRANDES ï¿½ï¿½X,Duo Tiempo de Sol,10-05-2015,ARF061500454,"1,082",46,70061366.00,6847.00,1133511.00,62.00,3257763799.00,9018759.00,,,,,2.00,199.00,,1.00,3695.00,,,,17519.00,73794.00,,0
Peaches,The Super Mario Bros. Movie (Original Motion Picture Soundtrack),Jack Black,04-07-2023,USQ4E2204040,"1,077",46,144252786.00,35929.00,3276465.00,64.00,68229038.00,1462629.00,822942.00,255693787.00,3002241315.00,17180346.00,17.00,,817.00,3.00,146493.00,10.00,17629603.00,82070.00,946535.00,292159.00,,0
Counting stars,Until the morning 2,OneRepublic,08-04-2014,FR0Z50017635,"1,081",46,,,,,4069201723.00,18144051.00,,,,399937303.00,,,,1.00,180.00,,,,,,,0
Take My Breath - Single Version,Take My Breath,The Weeknd,08-05-2021,USUG12102076,"1,085",45.9,465348362.00,89586.00,17062402.00,57.00,218889957.00,2186587.00,42395.00,17828688.00,224955330.00,2420528253.00,151.00,373541.00,489.00,46.00,2548365.00,44.00,78039281.00,7207.00,,,,0
Lavender Haze,Midnights,Taylor Swift,10/21/2022,USUG12205734,"1,090",45.9,711138043.00,42535.00,28394531.00,73.00,26695871.00,411132.00,90029.00,35207211.00,302181012.00,,66.00,249917.00,1936.00,11.00,844207.00,54.00,54466202.00,20497.00,,900372.00,,1
KU LO SA - A COLORS SHOW,KU LO SA - A COLORS SHOW,Oxlade,06-10-2022,QMEU32209358,"1,089",45.9,331419634.00,92569.00,17049738.00,68.00,90820063.00,924838.00,582831.00,42516541.00,534189550.00,51539371.00,116.00,64413.00,,47.00,729868.00,41.00,6105145.00,2592.00,,4816359.00,,0
Toca o Trompete,Cadï¿½ï¿½ o After? P,Felipe Amorim,7/21/2023,BCOOP2300013,"1,087",45.9,166784328.00,15122.00,14569377.00,66.00,196927226.00,943630.00,482200.00,79195177.00,1222155154.00,385123282.00,10.00,98.00,,19.00,541722.00,9.00,,,,173558.00,,1
Nobody Gets Me,SOS,SZA,12-09-2022,USRC12204598,"1,091",45.9,561645790.00,58561.00,39587642.00,82.00,79127644.00,867545.00,61070.00,32412474.00,220878489.00,325461284.00,64.00,61047.00,293.00,40.00,235219.00,23.00,20725484.00,11445.00,3758963.00,1208187.00,,1
Sleep Well,Sleep Well - Single,CG5,2/16/2024,USA2P2406901,"1,086",45.9,19236234.00,1602.00,962658.00,,114064058.00,1339987.00,,,,1352193313.00,,,,,,,516534.00,3014.00,,71078.00,,0
Hei Apa Apa / Tik Tak Tik Tik,Nuansa Angkot 2023 - Vol. 1,Donny Fernanda,2/14/2023,FR59R2347368,"1,092",45.9,12415.00,1.00,2.00,,,,3817700.00,148462808.00,2586057582.00,,,,,,,,,,,,,0
Glock In My Lap,SAVAGE MODE II,21 Savage,10-02-2020,USSM12006061,"1,088",45.9,614603953.00,164722.00,24902576.00,78.00,164711656.00,1799801.00,45186.00,22453063.00,162296330.00,40458162.00,25.00,940.00,,18.00,196078.00,3.00,18427460.00,10054.00,34124605.00,2194666.00,,1
overseas,overseas,Ken Carson,04-12-2024,USUM72403587,"1,095",45.8,35980441.00,7297.00,7809196.00,79.00,1080994.00,55353.00,,,,381728.00,6.00,,191.00,,,3.00,107128.00,302.00,2768006.00,82029.00,,1
CORAZï¿½ï¿½N VA,CORAZï¿½ï¿½N VA,Maria Becerra,6/22/2023,USWL12301086,"1,094",45.8,251442618.00,19913.00,23463750.00,71.00,209201810.00,958198.00,249263.00,61634866.00,541965678.00,650020478.00,23.00,16628.00,354.00,20.00,635145.00,53.00,188360.00,75.00,,209753.00,,0
PUNTO G,Punto G,Quevedo,11-04-2022,BK4DA2202913,"1,096",45.8,600073400.00,73593.00,22371448.00,71.00,171936153.00,975795.00,181760.00,42088473.00,450971538.00,1034742.00,24.00,15719.00,50.00,13.00,194411.00,29.00,272917.00,288.00,97391.00,529802.00,,0
"Muqabla (From ""Street Dancer 3D"")","Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,12/21/2019,INS181905922,"1,093",45.8,102668822.00,8999.00,4335630.00,58.00,1111498706.00,6693422.00,4369880.00,26463521.00,557936748.00,236773715.00,14.00,2014.00,,,,3.00,,,,104058.00,,0
Ditto,Ditto,NewJeans,12/19/2022,USA2P2254487,"1,098",45.7,614497357.00,47586.00,17245496.00,74.00,202069442.00,2934641.00,396808.00,179997019.00,1587051148.00,226112613.00,44.00,13257.00,20.00,2.00,34632.00,42.00,1082714.00,1542.00,,714871.00,,0
"Katchi Sera - From ""Think Indie""","Katchi Sera (From ""Think Indie"")",Sai Abhyankkar,1/22/2024,INT202404272,"1,099",45.7,61447714.00,2592.00,5382316.00,,128967148.00,1382506.00,,,,1062214305.00,5.00,75.00,,,,11.00,,,,311293.00,,0
Danza Kuduro - Cover,BEST CLUB 2023 TREND MIX,MUSIC LAB JPN,11/24/2023,TCJPX2397668,"1,097",45.7,1642258500.00,11.00,127.00,,,,,,,,,,,,,,,,,,,1
Bubble Gum,How Sweet,NewJeans,5/24/2024,USA2P2414844,"1,101",45.6,20630900.00,1536.00,9077425.00,76.00,14185984.00,119016.00,,,,,21.00,3.00,5.00,2.00,4710.00,10.00,48314.00,41.00,53406.00,33194.00,,0
Abejita Chiquitita,Las Canciones de Plim Plim Vol. 8,El Payaso Plim Plim,09-08-2023,ARLIB2220027,"1,102",45.6,5741262.00,275.00,33239.00,,272927101.00,395965.00,47200.00,343.00,11056.00,,,14.00,,1.00,16453.00,1.00,,,,6795.00,,0
Love wins all,Love wins all,IU,1/24/2024,KRA382400642,"1,100",45.6,60903416.00,4743.00,2755053.00,,122003102.00,4890890.00,,102500.00,712700.00,749176444.00,15.00,,,1.00,4688.00,17.00,66751.00,159.00,,120507.00,,0
PRINCESITA DE ...,ýýNFASIS,Jere Klein,12-01-2023,QMFMF2334329,"1,103",45.5,106290197.00,11766.00,9230911.00,70.00,139655492.00,229044.00,,7.00,245.00,1565966519.00,4.00,388.00,,3.00,122602.00,,85692.00,48.00,,195908.00,,1
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,10-05-2021,USA2P2135437,"1,104",45.4,912709169.00,94302.00,33979642.00,67.00,410395727.00,3097097.00,75146.00,30651870.00,303742856.00,265630925.00,69.00,36857.00,265.00,18.00,995698.00,35.00,26070209.00,7871.00,,1218835.00,,1
BABY HELLO,BABY HELLO - Single,Rauw Alejandro,6/23/2023,USSD12300274,"1,105",45.3,268383799.00,47936.00,46787442.00,68.00,69047745.00,591951.00,23400.00,9362518.00,103169265.00,21328855.00,61.00,39321.00,6.00,37.00,817012.00,36.00,3542840.00,631.00,,933823.00,,1
ONE CALL,ONE CALL,Rich Amiri,11-03-2023,QZJ842004052,"1,106",45.2,271566931.00,33970.00,50694559.00,80.00,24725245.00,376377.00,,1459319.00,8704294.00,9242912.00,15.00,824.00,75.00,14.00,1420429.00,25.00,259065.00,1200.00,,817705.00,,1
Pehle Bhi Main,ANIMAL,Vishal Mishra,11/24/2023,INS182303389,"1,111",45.2,235472222.00,10873.00,14151452.00,77.00,134079122.00,998592.00,,,,299391668.00,14.00,480.00,,,,,,,,300188.00,,0
Kill Bill,Kill Bill - Single,pasa michaelson,8/26/2023,GB8KE2318565,"1,156",45.2,1842758768.00,1.00,1.00,,,,,,,,,,,,,,,,,,,1
2/Catorce,2/Catorce,Rauw Alejandro,2/14/2021,USSD12100059,"1,107",45.2,534981600.00,92466.00,17067105.00,64.00,607206864.00,3535828.00,833539.00,233010597.00,2285726710.00,149174449.00,74.00,9184.00,,13.00,245959.00,32.00,41372873.00,8091.00,,1847960.00,,1
Ride,Ride,Twenty One Pilots,05-12-2015,USAT21500598,"1,110",45.2,1724766252.00,240346.00,62583866.00,79.00,1832805733.00,14628417.00,473867.00,64556528.00,515516585.00,186902563.00,7.00,156588.00,225.00,63.00,409611.00,33.00,,,,,,0
Dusk Till Dawn (feat. Sia),Dusk Till Dawn (feat. Sia) - Single,ZAYN,09-08-2017,USRC11701783,"1,108",45.2,7660758.00,2412.00,584352.00,36.00,2384906510.00,17393433.00,1352318.00,224835071.00,2577621675.00,1411686500.00,,51698.00,2.00,,,5.00,,,,,,0
Rush,Rush,Troye Sivan,7/13/2023,AUUM72300170,"1,109",45.2,299291405.00,45754.00,35127971.00,28.00,59684881.00,1156874.00,37300.00,31430262.00,341762321.00,635932163.00,106.00,22607.00,649.00,65.00,1709032.00,66.00,741956.00,1616.00,,1347624.00,,1
Physical,Physical,Dua Lipa,1/30/2020,GBAHT1901298,"1,115",45.1,967029446.00,108666.00,29267130.00,71.00,570687048.00,4489378.00,159047.00,39077139.00,430832681.00,412519641.00,231.00,334802.00,67.00,172.00,2365006.00,57.00,40101832.00,10420.00,,5988911.00,,0
Pumped Up Kicks,Pumped up Kicks,Foster The People,01-01-2010,USSM11002931,"1,113",45.1,1791778314.00,344490.00,131726745.00,81.00,599930123.00,5713061.00,786192.00,342804034.00,2757623631.00,19949320.00,195.00,121067.00,167.00,148.00,1029351.00,46.00,777542552.00,1767555.00,,16415660.00,,0
Yes Indeed,Yes Indeed,Lil Baby,5/15/2018,USUM71806749,"1,112",45.1,1110994645.00,186456.00,41273853.00,74.00,143629586.00,1388832.00,38775.00,25188899.00,194904663.00,38496063.00,85.00,67860.00,186.00,16.00,35032.00,44.00,425125110.00,171069.00,54088502.00,3561319.00,,1
Open Arms (feat. Travis Scott),SOS,SZA,12-08-2022,USRC12204602,"1,114",45.1,418181065.00,67858.00,17377077.00,76.00,87097570.00,675742.00,79800.00,21397764.00,155757311.00,3034510.00,14.00,374.00,,17.00,190364.00,2.00,4424141.00,8503.00,7784284.00,1272704.00,,0
edamame (feat. Rich Brian),edamame,bbno$,7/24/2021,QMUY42100151,"1,117",45,460770585.00,137449.00,12880333.00,9.00,129095680.00,2000723.00,697200.00,509554628.00,5783885492.00,165344404.00,24.00,98034.00,1191.00,,,12.00,2857509.00,9193.00,,5556466.00,,1
Turn Down for What,Turn Down for What,DJ Snake,12/18/2013,USSM11308174,"1,116",45,547207250.00,103666.00,30719577.00,65.00,1350062601.00,11897425.00,962796.00,124466320.00,1943093911.00,194386199.00,135.00,23064.00,113.00,53.00,264794.00,55.00,411609954.00,1482573.00,1150036.00,14799660.00,,0
Calling (feat. A Boogie wit da Hoodie) [Spider-Man: Across the Spider-Verse],METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,06-02-2023,USUM72308543,"1,120",44.9,234350961.00,56138.00,13361149.00,69.00,60645740.00,770219.00,,,,82193348.00,59.00,29888.00,59.00,13.00,56586.00,35.00,6384645.00,3482.00,,1068077.00,,0
Smokin Out The Window,Smokin Out The Window,Bruno Mars,11-05-2021,USAT22105952,"1,121",44.9,463977298.00,100305.00,15798103.00,66.00,219573887.00,2918828.00,946.00,4609516.00,26701713.00,3233086776.00,81.00,188300.00,388.00,38.00,1242910.00,46.00,39063749.00,21956.00,,1849092.00,,0
Goin' Off,Goin' Off,Karan Aujla,05-09-2024,AUBEC2438653,"1,118",44.9,13606839.00,836.00,4594419.00,70.00,32342705.00,498580.00,,,,19904542.00,14.00,59.00,,,,13.00,,,,33780.00,,0
Close To You,Close To You,Gracie Abrams,06-07-2024,USUG12401775,"1,119",44.9,13700065.00,1162.00,89144538.00,74.00,466102.00,38791.00,,,,,69.00,147.00,,16.00,683316.00,86.00,39776.00,59.00,18.00,69456.00,,0
Pagli Dekhave Agarbatti,Pagli Dekhave Agarbatti,Neelkamal Singh,9/28/2023,INH102313673,"1,124",44.8,20981562.00,379.00,284348.00,,272841611.00,1275934.00,,,,182061559.00,,,,,,,,,,,,0
From The D To The A (feat. Lil Yachty),From The D To The A (feat. Lil Yachty),Tee Grizzley,3/17/2017,QMCE31700982,"1,122",44.8,364325529.00,83638.00,10924243.00,64.00,29708407.00,206341.00,42311.00,2417700.00,16341869.00,3111436.00,15.00,109.00,,2.00,468.00,,131664821.00,48173.00,222229993.00,891593.00,,1
Me Rehï¿½ï,Los Nï¿½ï¿½meros 1 De Los 40 (Music Inspires L,Danny Ocean,11-03-2017,USWL11900076,"1,126",44.8,1778934858.00,37040.00,21117726.00,74.00,1915123572.00,6102709.00,261323.00,17109874.00,158762431.00,484024351.00,12.00,165.00,,9.00,21285.00,10.00,66752966.00,47350.00,,6246243.00,,0
Nonsense,emails i can't send,Sabrina Carpenter,7/15/2022,USUM72210708,"1,129",44.8,817286460.00,55620.00,61610668.00,83.00,156580179.00,1685462.00,179864.00,36883907.00,357890160.00,201230072.00,67.00,108203.00,1122.00,20.00,787687.00,44.00,33407481.00,8860.00,,1180048.00,,0
Run It Up (feat. Offset & Moneybagg Yo),Destined 2 Win,Lil Tjay,04-02-2021,USSM12101540,"1,127",44.8,392745531.00,141221.00,21996686.00,67.00,96203913.00,1246093.00,44979.00,17567842.00,137477748.00,54251921.00,21.00,1558.00,3.00,8.00,131260.00,2.00,10758226.00,10750.00,39475086.00,1432080.00,,1
Lose You To Love Me,Lose You To Love Me,Selena Gomez,10/23/2019,USUM71918727,"1,123",44.8,1222228366.00,109325.00,48327775.00,72.00,569150755.00,10176233.00,210846.00,55268559.00,519924812.00,832957854.00,174.00,220765.00,169.00,66.00,1080455.00,84.00,191725976.00,77455.00,959144.00,3669533.00,,0
Worth It,Worth It,YK Osiris,02-08-2019,USUM71821752,"1,125",44.8,340112388.00,66487.00,6617103.00,60.00,283340446.00,3313053.00,576099.00,18279931.00,132694197.00,41301726.00,28.00,11151.00,32.00,5.00,7457.00,2.00,171927306.00,162394.00,103378626.00,1660493.00,,0
Fight The Feeling,Fight The Feeling,Rod Wave,3/31/2023,USQX92301922,"1,128",44.8,86327319.00,18112.00,2247123.00,51.00,65828097.00,457580.00,179400.00,15991452.00,137960911.00,377095739.00,18.00,100880.00,1989.00,8.00,929184.00,10.00,34839558.00,18952.00,12848106.00,567245.00,,1
Axel F,Best of Crazy Hits,Crazy Frog,12-11-2009,DEAF71578230,"1,134",44.7,178536020.00,870.00,142649.00,30.00,5049428366.00,20305999.00,,,,204191511.00,1.00,,,,,,,,,2967336.00,,0
Robbery,Robbery,Juice WRLD,2/13/2019,USUG11900302,"1,131",44.7,1306374052.00,213493.00,32159591.00,73.00,606402216.00,5432558.00,287303.00,40611392.00,281781468.00,46631449.00,45.00,113.00,198.00,36.00,92676.00,7.00,63372791.00,172183.00,,1815403.00,,1
Bebe Dame,Bebe Dame - Single,Fuerza Regida,12/16/2022,QZ9QQ2200182,"1,132",44.7,562099076.00,51229.00,20388246.00,70.00,11080081.00,68671.00,623600.00,146379790.00,1746059702.00,,49.00,15119.00,36.00,18.00,2487813.00,17.00,98549626.00,29193.00,,2289240.00,,0
Green Green Grass,george ezra songs to play when the sun's out,George Ezra,3/22/2022,GBARL2200008,"1,133",44.7,300430813.00,50552.00,12812123.00,69.00,103550086.00,844925.00,1664351.00,248347598.00,3375488113.00,2854520083.00,51.00,182474.00,46.00,29.00,1067030.00,27.00,1947849.00,12347.00,2041978.00,2071865.00,,0
Zihaal e Miskin,Zihaal e Miskin,Javed-Mohsin,5/25/2023,INUM72300284,"1,135",44.7,110644306.00,4432.00,3741353.00,65.00,367432386.00,4091411.00,,,,85756632.00,,546.00,,,,4.00,776.00,12.00,,184497.00,,0
